time,snr_lw1,snr_lw2,snr_lw3,snr_lw4,num,Longitude,Latitude,Altitude,Pitch,Yaw,Roll,VelocityX,VelocityY,VelocityZ,BatteryVolts,GPSFix,NumberOfSatellites
2025-05-31 23:22:00.154,19.878944,1.532469,0.850079,-99,48.390235405216,-78.696275,35.7271225,24.5770435971818,0.00417232909183629,0.00412642777323423,0.00453663960298391,-0.01,0.02,-0.669761110922563,12.587,6,10
2025-05-31 23:22:01.161,21.293491,0.276823,1.249989,-99,49.3947891150759,-78.696275,35.7271225,24.9636071972578,0.00399113399387031,0.00423744832440919,0.00412827094104626,-0.0139478911507588,0.02,-0.167875918572683,12.587,6,10
2025-05-31 23:22:02.153,20.183857,-0.049028,0.085722,-99,50.3852509106595,-78.696275,35.7271225,24.9732867199482,0.00381492834593634,0.00439330885457955,0.0039119958505064,-0.02,0.02,0.0191799271472396,12.587,6,10
2025-05-31 23:22:03.170,19.2635,2.104527,-0.076614,-99,51.4010943983454,-78.696275,35.7271225,24.9538021887967,0.00370279910190595,0.00422062114532148,0.00386472768326341,-0.02,0.02,-0.0340109439834544,12.587,6,10
2025-05-31 23:22:04.163,20.022896,-0.125311,1.18873,-99,52.3925904012425,-78.696275,35.727122539259,24.9577481328087,0.00369557017512853,0.0172646209486818,0.00402747685354213,-0.02,0.02,-0.0360740959875751,12.587,6,10
2025-05-31 23:22:05.161,19.804386,-0.664034,-0.266941,-99,53.3897621178605,-78.6962749610238,35.7271227169286,24.9627795242357,-0.0766985023341524,0.182182748492945,-0.0114525457473854,0.112519120072554,0.0511809694288362,-0.0222047576427909,12.587,6,10
2025-05-31 23:22:06.164,19.894001,2.259689,0.724094,-99,54.3912184963381,-78.6962734524916,35.7271284161808,24.964,-0.253339538026028,0.333459935961949,-0.0191690957872753,1.28630968595519,0.307345803059211,-0.0178243699267627,12.587,6,10
2025-05-31 23:22:07.172,18.525352,-0.229847,-0.786047,-99,55.3975511068362,-78.6962673437543,35.7271509142887,24.9675779599615,-0.377569351685167,0.224878351728099,-0.000758446390668418,3.71231856785991,0.836726575554808,-0.0260244889316383,12.587,6,10
2025-05-31 23:22:08.178,20.43697,0.867058,-0.545729,-99,56.4025543008861,-78.6962552604083,35.7271947845734,24.9725974456991,-0.492976136971787,0.26823037718335,-0.0259847762546594,6.07613032212662,1.3351749784076,-0.0159744569911391,12.587,6,10
2025-05-31 23:22:09.163,20.539268,-0.383448,0.07353,-99,57.3871995809303,-78.696238565768,35.7272565945297,24.9789695924567,-0.485473716221141,0.27938570442128,-0.0282146605690363,7.68811180722795,1.65259195390234,-0.0138719958093033,12.587,6,10
2025-05-31 23:22:10.169,20.534344,0.277975,-0.832695,-99,58.3926171278797,-78.6962195365831,35.7273282261521,24.9896073828721,-0.322427813660759,0.246194855358628,-0.00156317405001658,7.66768481153259,1.65325508826044,-0.012147657442405,12.587,6,10
2025-05-31 23:22:11.158,24.677692,1.003044,0.719995,-99,59.3812120067057,-78.6962022006079,35.7273935252052,24.9893812120067,-0.215974838566906,0.27107647939463,-0.000924593093655674,6.74254559195313,1.45469699832357,0,12.587,6,10
2025-05-31 23:22:12.165,24.863094,0.719881,-1.503233,-99,60.3876384051567,-78.6961872994646,35.7274495066435,24.9907752768103,-0.0983979330197838,0.260929045708107,0.00702287017682901,5.42629516036802,1.19146124655611,0,12.587,6,10
2025-05-31 23:22:13.189,26.447803,1.726162,0.058826,-99,61.4109788503877,-78.6961756189946,35.7274927499873,24.9924109788504,0.0186956045873528,0.260105723080424,0.00719979472493194,3.83777510835641,0.867937825356549,0,12.587,6,10
2025-05-31 23:22:14.205,28.430229,-0.624723,0.622824,-99,62.4262610904425,-78.6961681113206,35.7275201021952,24.9955575665427,0.111327393109556,0.266079859719366,0.0080687743445263,2.0714169826813,0.470970342014133,0,12.587,6,10
2025-05-31 23:22:15.207,28.763687,-0.440311,-0.500509,-99,63.4262384425504,-78.6961649590092,35.727531563963,24.999,0.112555178489558,0.26194927370026,0.0070708917676595,0.541137713194574,0.127702773787907,0,12.587,6,10
2025-05-31 23:22:16.220,28.398273,0.94557,-1.042925,-99,64.4373912670267,-78.6961647624348,35.7275323940001,24.9981252174659,0.0326075388833026,0.26296240810957,0.00385826638600029,-0.164356515394545,-0.0274956506810693,0,12.587,6,10
2025-05-31 23:22:17.245,26.31081,0.531145,1.027191,-99,65.459946401569,-78.6961654219625,35.7275300881179,24.997,-0.00447178142554078,0.262906979894323,0.00306178215472359,-0.209405895827408,-0.0362016079529295,0,12.587,6,10
2025-05-31 23:22:18.258,28.055271,-0.670872,1.138567,-99,66.4712536982655,-78.6961660356268,35.7275283816209,24.9979425073965,-0.00762434176366117,0.426207293320986,0.00338154948758837,-0.107587167156106,-0.0105749260346902,0,12.587,6,10
2025-05-31 23:22:19.263,28.008125,0.835791,1.452572,-99,67.4759574183315,-78.6961663951915,35.7275275620213,24.9999519148367,-0.00451259086342364,1.30442484439243,0.00192583677289238,-0.0504808516333696,0.00951914836663043,0,12.587,6,10
2025-05-31 23:22:20.286,28.242535,0.899298,0.026997,-99,68.4983753756725,-78.6961665498375,35.7275272003249,25.0019967507513,-0.00353786849527543,2.12566724080105,0.000925185128633915,-0.04,0.0249837537567252,0,12.587,6,10
2025-05-31 23:22:21.277,25.613976,-0.312025,-1.525278,-99,69.4877149521563,-78.6961666487715,35.7275270512285,25.0025122850478,-0.00311722848502209,1.88366832808841,0.00257404780021308,-0.04,0.03,0,12.587,6,10
2025-05-31 23:22:22.303,28.487331,0.953175,-0.059488,-99,70.5128694565896,-78.696166648713,35.7275268974261,25.0009742610868,-0.00213390678877384,2.15576122578851,0.00217961307314944,-0.034871305434104,0.024871305434104,0,12.587,6,10
2025-05-31 23:22:23.325,27.002159,-0.307713,0.226603,-99,71.5330227270684,-78.6961664933955,35.7275267466977,24.9994669772729,-0.00225472204321741,0.0204896395828582,0.000974632940715553,-0.03,0.0146697727293162,0,12.587,6,10
2025-05-31 23:22:24.341,27.869194,-0.313065,1.466648,-99,72.5478729088906,-78.6961663452127,35.7275267,24.999,-0.00200012381324495,-2.73923387951822,0.00158267660595545,-0.0245212709110939,0.00452127091109394,0,12.587,6,10
2025-05-31 23:22:25.362,26.332005,1.039125,-0.317574,-99,73.5683557026194,-78.6961663,35.7275266431644,25.0001367114052,-0.00131051251371467,0.440478430299876,0.00153582000650311,-0.0143164429738063,0,0,12.587,6,10
2025-05-31 23:22:26.355,26.836201,1.197447,-2.446682,-99,74.5604714429724,-78.6961663,35.7275265439529,25.001,-0.000469189950629209,-0.0978054468854701,0.00153657885625142,-0.01,0,0,12.587,6,10
2025-05-31 23:22:27.377,28.619381,0.470596,0.288696,-99,75.5814541199466,-78.6961663,35.7275263837092,25.001,-0.00102293282019352,-1.9025445967606,0.00176456525632919,-0.0041854588005344,0,0,12.587,6,10
2025-05-31 23:22:28.370,27.84951,1.20475,1.502924,-99,76.5741026553485,-78.6961663,35.7275263,25.001,-0.00214037342754948,-1.013116849333,0.000809010436433051,0,-0.00574102655348465,0,12.587,6,10
2025-05-31 23:22:29.394,27.850601,0.3486,0.078522,-99,77.5979805026456,-78.6961663,35.7275263,25.001,-0.00140636058477307,-0.163822077052673,-0.000357248270077899,0,-0.01,0,12.587,6,10
2025-05-31 23:22:30.416,28.08511,0.287167,0.555042,-99,78.6179111389686,-78.6961663,35.7275263,25.001,-0.000525357800902318,0.406775383779406,-0.000235812218334229,0,-0.01,0,12.587,6,10
2025-05-31 23:22:31.431,27.430477,2.489624,-0.75742,-99,79.6315186257861,-78.6961663,35.7275263,25.001,-0.000488791758789709,0.178992328386166,-7.3218070521419e-05,0,-0.01,0,12.587,6,10
2025-05-31 23:22:32.473,28.191235,2.124912,-0.475975,-99,80.6715691612379,-78.6961663,35.7275263,25.001,-0.00050907772484067,0.109720983823801,9.66442421158448e-05,0,-0.01,0,12.587,6,10
2025-05-31 23:22:33.454,27.921803,0.775848,1.641077,-99,81.6512223095067,-78.6961663651222,35.7275264302445,25.001,0.000138029293309465,0.221846957057314,0.00148567767464699,0,-0.00348777690493327,0,12.587,6,10
2025-05-31 23:22:34.481,28.186802,0.675468,0.367079,-99,82.6772469117919,-78.6961664677247,35.7275265677247,25.001,0.00166005428723359,0.147759762523699,0.00224456201069003,-0.00677246911791889,0,0,12.587,6,10
2025-05-31 23:22:35.477,26.206375,0.830044,0.158909,-99,83.6717422174112,-78.6961665671742,35.7275266671742,25.001,0.00248826322731386,-0.0423809416630275,0.00187342874294713,-0.016717422174112,0.00671742217411197,0,12.587,6,10
